Text,True Sentiment,transformers Sentiment,transformers Confidence,transformers Response Time (s)
br br ok film wasnt going win awards pure bubblegum modern update wonderful life come cheap release dvd lot worse ways blowing get film surprisingly strong cast still year two becoming b list celebs however enjoyable way passing hour half dont think much,positive,negative,0.9065834879875183,0.09977912902832031
summary pretty much sums nowhere near good original script cowritten stallone james cameron time also writing aliens action written cameron political aspects written stallonebr br sly best condition physically making rocky look great shape jacked eyeballs steroids depending viewpoint opinionbr br rambo starts prison visited colonel trautman asks go special mission could earn presidential pardon eventually agrees goes briefing camp run charles napier playing washington suit trying pass former exforces placate rambobr br mission find missing pows still alive camps vietnam rambo chosen camp checking somewhere previously prisoner told rescue mission take recon photos onlybr br bad attempt parachuting plane loses kit meets contact turns cute woman travels river pirates campbr br finds still prisoners rescues one flee half vietnamese army river boat betrayed pirates rambo kills forced carry pickup point foot boat rammed blown rambo almost boardbr br rambo betrayed abandoned napier orders recall rescue helicopter clear trautman returns base berate survivors expected foundbr br steven berkoff turns russian spetznatz colonel rambo tortured eventually escapes pursued vietnamese troops spetznatz killing many rambo finally steals chopper rescues prisoners return basebr br resists urge kill napier abandoning destroys ops centrebr br weak plot weak ending rambo walks sunset free man,negative,negative,0.9985305070877075,0.4335601329803467
thieves liars presents us naturalistic depiction levels corruption affect many puerto ricans force make difficult impossible choices loved ones lives cast excellent considering nonprofessional actors excellent choice augments level reality film photography propels story without intrusion type film script captures idiosyncrasies attitudes boricuas deep way sometimes feels like youre watching documentary watching film feel youve secretly entered real puerto rican society stand invisibly watching implode loved,positive,positive,0.9948492646217346,0.16886663436889648
story would never win awards thats script entertaining suspenseful enough make room incredibly choreographed fight scenes needs story fighting like really worth watching reason alone handle gore lot none done realistically enough tough look gave,positive,negative,0.9215933680534363,0.08978962898254395
wasnt really interested seeing step friend kept bugging bugging see film especially since love channing tatum tease constantly saying thats reason loved movie somehow convinced movie worth seeing loved movies like dirty dancing take lead save last dance love step eh heck guess every movie way right viewbr br well know movies mentioned top dirty dancing take lead save last dance well put blender gangsta love thats mention youve seen movies well frankly seen step channing lower class street smarts naturally feels music snobby class girl must follow step step ever fall love different chance step passion mystery lust dance br br ok silly plot explanation like said long youve seen movies mentioned even saw plot get movie dont understand actually rating bet channing lovers lol im kidding guys good guess didnt get others passion mystery dance oh antonio bandares need br br,negative,negative,0.9636286497116089,0.29750514030456543
agree star reviews saw south southwest film festival austin films saw really good best one im sucker movies plot devices characters go transformations totally change lives excellent acting mostly done people involved tv first movie written directed jay floyd debut director jays day job apparently clearance administrator lots famous films forgiving franklins total delight extremely funny spots one movie would buy dvd rewatch truly high complement well done jay yesgive day job,positive,positive,0.9990703463554382,0.1756880283355713
premise movie simple script elderly muslim gets teenage son drive similarly elderly station wagon france haj mecca saudi arabia fulfill holy muslim obligation dies father clearly devoutly religious son unimpressed accepts obligation father rather religion hed rather nonmuslim girlfriend father stubborn lot things son doesnt understand petulance device maintains drama although often rather irksome however like good road movie oddball characters encountered along way example woman backroad croatia upon asked directions belgrade simply gets backseat points hand uttering one word assume place cant find map bulgaria another man ask directions confirms speak french provides extensive commentary bulgarian also occasional humor one country son tires eating egg sandwiches wants meat given goat unfortunately perhaps fortunately viewer runs away father perform muslim slaughterman ritual eventually make mecca muslim equivalent vatican much grander scale westerners bizarre fascinating movie isnt sophisticated charming way kind national geographic soul,positive,negative,0.9818670749664307,0.29594898223876953
thats considered verdict film also bulk written dont get wrong either im total philistine didnt hate movie wasnt enough like police academy whatever enjoy fair share high brow arty stuff swearbr br magnolia poor honestly mystified seemingly acclaimed long winded self indulgent rambling nonsense start finish little could credibly people love movie theres high calibre actors fair enough none turns average worse performance furthermore wife self confessed tom cruise hater tells career best performance far plot completely unengaging meandering stories several loosely connected characters snails pace even significant life changing events depicted seem pointless uninteresting find crying someone get blown somethingbr br doesnt help none characters easy identify empathise well didnt think dont like people admittedly play rather unentertaining life stories great length demonstrating character flaws emotions everso intricate detail playing deep meaningful relationships nth degree many waffling soliloquy en route yadda yadda yadda soundtracks dire well marrowsuckingly irritating quality hitherto thought unique music alanis morisettebr br enjoyable three hours forced repeatedly watch episode friends whilst intermittently poked ribs disgruntled nanny goat bit frogs good though,negative,negative,0.9955251812934875,0.42246460914611816
watching early demille work reinforced early demille far superior late demille attention use light within scenes remarkable pacing good enabling much told space hour pity wasnt intuitive style later sound films seemed silent filmsbr br first film seen cleo ridgely remarkable quite restrained yet conveyed broad spectrum emotionsbr br ending wonderful,positive,positive,0.9993045330047607,0.12717533111572266
may oscar golden globe film shows also perennial razzie nominee film bad must indication needs money could ads shouldnt talk cell phone driving especially night way crowded mallbr br susan montford stick producing shoot em good writerdirectorbr br accosted four thugs mall parking lot first thing tell gun starts pushing cursing like knows martial arts something manages get away gets lost forest crashing didnt run someones house get four thugs guns chasing lady toolbox course guns match wrench ha course also tire iron screwdriver poor thugsbr br shes home christmas brought gun,negative,negative,0.9940827488899231,0.3658280372619629
criticism film rather comment blind past br br recently watched winter soldier ground truth like watching remake sequel except iraq rather vietnam similar winter soldier onesided message films illustrate gleefully rush engage conflicts based false pretenses allow young brave often naive bear brunt greedy war profiteering films effectively show mentality forced minds young willing make efficient killing machines training falls woefully short teaching diplomatic policing skills necessary effectively win hearts minds people theyre supposedly fighting ultimately lost war vietnam likely lose war iraq well br br negative comment film onesided could easily passed left wing propaganda mind aiming discredit film message balanced point view would speak larger audience,positive,negative,0.9677372574806213,0.20183682441711426
well directed film john cromwell great director make fine films including version prsoner zenda set london hollywood could manage atmospheric nothing like real thing story obsession thwarted love novel somerset maughanbr br looking forward seeing dvd never seen great admirer bette davis wanted see role considered one early great ones bought well looked fine im sorry say london cockney accent made laugh bette davis one greatest film actors make mistake make one impossible take character seriously wasnt gruesome dick van dyke mary poppins cockney accent closebr br major role leslie howard superbly subtle intelligent actor supporting actors acquit well worth watching despite ms davis vocal gymnastics,positive,positive,0.9933797121047974,0.18443059921264648
well directed columbo episode also good character story doesnt really know interest enough doesnt appear well layered constructed often case columbo movie also goes killers plot kill uncle quite simple doesnt seem well thought perhaps movie didnt really took serious enough since atmosphere movie mostly light least compared different columbo moviesbr br instance movie features quite large amount comical relief mostly coming columbo character makes movie enjoyable one watch also gives feeling sort overdid times also mostly since doesnt correspond columbo moviesbr br characters good helps features martin landau double role always funny see much different still looked young man instance person peter falk hardly changed years got grayer movie also features julie newmar among others best know playing catwoman batman life action series funny still moves like catwoman movie intentional way actingbr br enjoyable good watch columbo movie also gives feeling could lot better better thought scriptbr br,positive,positive,0.8130634427070618,0.25550270080566406
enjoyed joyces complex novel keenly prepared disappointed joseph stricks fred hainess screenplay given fabulous complexity original text however film turned well done fine translation tone naturalism levity bookbr br certainly helps read original text viewing film imagine latter would seem disjointed odd episodes apparently randomly stitched together without prior reading text help grasp plotbr br amazing see filthy film given shot dublin irish film censors finally unbanned viewing general audiences ireland late shown restricted audiences private cinema club irish film theatre late joyces eroticism simply naturalistic raunchy offers many wildly perverse episodes never mind many fetishes unacceptable book published still utterly taboo film made br br astonishing heartening watch cream irish acting profession respected players daring utter enact joyces hugely transgressive text gustobr br bravo,positive,positive,0.9772055745124817,0.2739388942718506
okbefore even start less constructive criticism movie id like say words come heart movie sucks dont go see unless really like sweaty boybands woodenacting noplot stories lets go think movie bad story line plot director tried create mystery feeling wasnt whole thing looks like big hour half promotion kind gothwannabebutstilllookinglikebsbband guys school perfect abs fat ugly young people good looking girl movie well one main character either wet swimming pool sweaty bed poor guy must awful go date sweating like guys something good powers anything good like put fire old barn help friend got accident instead running around breaking things showing front wooden acting main character two expressions face expression number one sad expression number two trying look seductive still seems sad boy band guys main characted best friend got accident blondy fourth one name fourth one think spoke twice throughout whole film beginning said jumping cliff using power wont kill second time end blondy lost girl movie could done without one would notice anyways verdict perfect score film guys go see little action suspense hot girls girls least actors good looking would advise people get soundtreck movie thats thing liked,negative,negative,0.9953956007957458,0.35669374465942383
movie everything emotion power affection stephane rideaus adorable naked beach dance exposes need real inner communion outer communication relationship cedric mathieu couple happen gay doesnt mean isnt quite useful insight anybody would probably classify gay movie one appreciated loved heterosexual people well homosexual bisexual people mathieus incapacity handle emotions divulges way society doesnt encourage us act differently engenders discord cedric definitely mustsee,positive,negative,0.9754694700241089,0.21599936485290527
happened see promo movie spike channel last night grouped patrick swazy rerun another movie made thought swazy sequelboy wrongi see screen writer also starred im thinking budget bit tight surprised see patton film far better credits name playing c movie like bussey jr trying hard portray image fatherone best bad guy actors ever failed miserably redeeming qualities movie chicksgood looking lots ta worth time hard earned dollar rent,negative,negative,0.9876684546470642,0.15594172477722168
entirely impressed film originally named sin eater stayed way considering talked last half film im even sure first minutes film rest slow picking robocop peter weller one main actors sad pointbr br would say check things dealing catholic religion dont expect exorcist stigmata film surely flop days word gets,negative,negative,0.6872534155845642,0.10449337959289551
years weve seen lot preposterous things done writers show go matter keeping simple rules going john ritter died comes mind probably first time cared idea show without eric lesser extent kelso ridiculous tried cover comeback leo increasingly outrageous story lines always felt like bother dont main character anymore didnt really connect bunch unrelated stuff happening time wasnt even funny last season felt like season much every single character simply eric used take lot screen time wed smashed face stale repetitive rest characters focusing gimmick fez thoroughly uninteresting character would simply stop working whole deal hed say something weird nowhere cant say stuff nowhere every second line also brought standard cousin oliver time wasnt kid whenever heard somebody knock door started praying wasnt randy please let randy deal randy hed really awful jokes usually red would say smiling like ass totally screwing delivery donna would stitches think half last season donna pretending amused problems started earlier though truly great show equally great concept wasnt dysfunctional family slowly got territory soap opera everybody started love everybody emotional scenes dragged nausea one usually lame joke placed somewhere divert attention watching world turns im guessing character development come written almost clumsily moral lessons family matters fair last episode also cameo topher grace cameo show really good even funny eitherbr br way yet criticism season hell opening theme use joke twice character singing fez scared hell dude dont open eyes far first five seasons soamong best comedy ever broadcast,positive,negative,0.9977739453315735,0.44856762886047363
went see glenn mcquaids sell dead north american premiere toronto dark film festival seeing second showing worldwide didnt quite know expect film especially seen short film inspired big screen adaptationbr br ill start slightly elaborate plot synopsis without giving away spoilersbr br movie arthur blake became grave robber interesting supernatural discoveries mentor discoveredbr br costume set design film excellent amazed hear entire film shot around new york costumes accurate time really bringing viewer mindset time movie works well periodpiece horrorcomedybr br interaction two leads fluid played others acting ease dialogue two well written glenn adding comedic touch even tense situationsbr br story encompassing ball gets rolling start id compare visual page turner always wondering happen next characters vivid unique adding different emotional layers film itselfbr br recommend film anyone mood dark humour bit horror mixed inbr br,positive,positive,0.9980280995368958,0.23256611824035645
dont know sue kramer director film strong suspicion lesbian b somehow shamed everyone involved project participate prove homophobicbr br imagine everyone thinking god horrible funny pedestrian totally lame keeping mouths shut fear labeled antigay dont get gay lifestyle probably kramer cast gay people play gay people anyway even worth reviewing actors directed play every scene completely top sincerity believability anything full clichs nothing movie least bit amusing much less funnybr br hated im afraid say bad gutless people gave kramer money make bomb werent unbiased judgment,negative,negative,0.9976561069488525,0.209977388381958
slow slow slow mystery excitement film dont figure mole first ten minutes must brain dead secret service must took whole film put together compelling characters movie film pace movie slow tension hired killer excellent shot unless aiming michael douglas seems able hit large panes glass funniest scene movie presidents wife says code word anticlimactic ending laugh loud ridiculous least six people got left movie early would joined sitting middle row would recommend film anyone,negative,negative,0.9652939438819885,0.24431467056274414
really liked film much story okay bit slowmoving spots moreso incredibly beautiful scenery greece greek isles susan sarandon utterly engaging carefree love interest john cassavetes man edge scenery oh oh oh,positive,positive,0.9996414184570312,0.1132349967956543
first saw movie theater years old still cracks muppets cool approach show business refreshingly naive way favorite scene rats start whispering campaign behalf kermit fancy restaurant one smart funny movie kids parents alike long live kermit miss piggy rest gang,positive,positive,0.6298362612724304,0.10635852813720703
entertaining jim belushi vehicle modern cockeyed version wonderful life michael caine plays sortof angel lets belush see life would like made big jim best good story supporting cast seems like real chemistry hamilton oscar contender good warmhearted fun,positive,positive,0.9997389912605286,0.32050609588623047
saw television years ago remember never forgot performance sammy davis jr chance thought look video rendition porgy bess treasure would love see introduce son well cant imagine heralded one greatest performances sammy davis jr every gave whoever responsible bringing audiences ashamed hisher ignorance continue look though maybe execs responsible things come realize forgotten work many african american actors,positive,positive,0.9356860518455505,0.16479277610778809
film really deserves recognition getting really stunning rich portrayal blood ties favours allegiances within crime world film shot beautifully delves youre classic crime themes betrayal power film movie goers film requires attention understanding rewards fully end godfather hong kong welcome change rather another wire frame fighting martial arts epic seems major contribution cinema world hong kong china features arrangement great characters actors development although fair say watch twice nail happening characters due many interactions film great plot characters characters dont stand enough music didnt really get going times felt didnt sync well actionthere action way loses points,positive,positive,0.8077499270439148,0.24057412147521973
book great one favorite books ever film hand amazingly insipid bad heard damon would play ripley knew production doomed didnt expect bad actors go around act showy except law even guilty showy acting actors near amateurish speaking italian moving ones arms hair shouldnt considered acting damon miscast hes way stiff character thats supposed chameleon paltrow forgettable hoffman plays yet another effeminate slimy character talk typecastingbr br whats really unforgivable script written overrated director completely forgoes every subtle details book comes many none work addition jazz music stuff totally wrong guess minghellas idea italy late early clouded images chet baker roaming italian countryside spreading amore yep minghella true visionary film bleeding obvious silly scene ripley drives narrow street full mirrors laughable yes get point every point detail comes across mile away much film might give audience false impression psychic powers know example blanchett character introduced beginning movie return later complicate things soundtrack times totally inappropriate whimsical shouldnt film goes long sorts pointless directions many boring characters populating landscape many werent book film bad really badbr br apparently minghellas son told father ripley novel favorite mr minghella proceeded direct favor sorts son well director achieve set talented mr ripley hitchcock aspirations film strictly made year olds,negative,negative,0.9968397617340088,0.8261182308197021
read ashews comment thought must watching entirely different picture br br watched film morning quite surprisedbr br address ashews commentsbr br trail street well done westernbr br randolph scott quite bit br br gabby hayes funnier ive ever seen br br bad guys good comeuppances far concernedbr br plusbr br interesting see robert ryan straightlaced good guy hes usually slimybr br good western well acted writtenbr br liked background story kansas winter wheat supposedly helped become state toobr br thought girl played susan lovely cant think didnt become bigger star,positive,positive,0.9845448732376099,0.2436065673828125
wrote friends earlierbr br holy crap grudge honest god one scariest films ive ever seen either getting soft old age sam raimi ghost pictures kick job cant wait boogeymanbr br scared sitting dark theater wished someone anyone sitting next except protagonist grudge saw movie swear many many jump scenes expected felt foolish nerves care edge entire movie opening credits music fantastically scary keep thinking sound though like itbr br actually gasped aloud times cried oh one scene oh yeah even halfcovered eyes times word wise though thought scenes little psychotic dh hated event horizon thought whoever wrote sick psycho dont remember movie cant comparebr br cant say enjoyed movie bc terrified good scary ending scene toowhoa yearoldmommy think may nightmares movie especially sound please get head br br summary slasher flick like grew jason freddy mostofthetime spooky movie perfect halloweenbr br two great trailers movie boogeyman ring,positive,negative,0.9910189509391785,0.33437538146972656
misfortune see film recently sit friend purchased insisted watch sounded good story back coverbr br minutes film apparent actors amateurs extremely low budget effortbr br scenes poorly acted script stupid story contained many scenes seemed unnecessarily long movie would reasonable lengthbr br instance lead character rents warehouse film spends ridiculous amount time scene meaningless dialogue serves real purpose necessity plotbr br lead actor supposedly carrying revenge woman sleeps guys give hiv never thinks get tested instead turns crazed killer deciding torture killing sawing piecesbr br sounds good thinking lots gore think film real gory sequences quite tame type filmbr br scare make think offer fast paced fun may however put sleep certain bore tears please save despair follow headingbr br avoid film deserve even br br film minutes seemed hours,negative,negative,0.9988560676574707,0.3042576313018799
hand death aka countdown kung fu vastly underrated early work director john woo film stars dorian tan tan taoliang features jackie chan sammo hung james tien significant supporting roles many people believe lead believe deceptive advertising jackie chan film jackie chan film dorian tan star jackie gives one best serious early performancesbr br hand death shaolin disciple named yunfei tan sent mission assassinate shaolin traitor named shih xiaofeng tien protect revolutionary named zhang yi woo along journey yunfei meets young woodcutter named tan chan disgraced sword fighter chang chung known wanderer men suffered hands shih want take revenge three team defeat shih eight bodyguards escort revolutionary safetybr br martial arts action average direction sammo hung dorian tan uses trademark high kicks effectively northern eighteen styles kicks along southern five styles boxing sammo hung jackie chan provide excellent martial arts performances well james tien greatest martial artist jade screen acceptable job early fights bit slow seem choreographed final showdowns featuring chan tan hung goodbr br director john woo provides plenty interesting character development film refreshing cinematography leung wing kat stylish unique beautiful kung fu film era joseph koos music combination soft flutes shaft style orchestral pieces kung fu cinema best hand death jackie sammos usual kung fu comedy hand death serious straightforward revenge driven storybr br hand death aka countdown kung fu underrated classic old school kung fu genre film one best artistically time preview great things come jackie chan sammo hung hungs great choreography put display directorial debut chans early charisma talent clearly seenbr br hand death solid stylish old school kung fu film brilliant early work legendary john woobr br kung fu genre rating br br wanderer tan referring new weapon little eagle wing god lance br br tan knickknack,positive,positive,0.9935272336006165,0.6783976554870605
movie sucked beginning end predictable absolutly chemistry pearce mumba chick plot went nowhere floating oblivion led movie hilarious stupidity wanted strangle orlando jones guy needs go away,negative,negative,0.9981252551078796,0.09965324401855469
beginning brought many quirky offbeat independent films particular subgenre semispiritual desert crime movie others note wild heart dusk til dawn certain extent natural born killers good films like spawned junk like highway destiny turns radio ineptly surreal antimasterpiece hula moon comedy aims certain emotional tone attains keeps going point irritation pursuit across spiritworld desert casting chris penn good ideas film dirty enough hard enough good crime movie isnt focused enough laughs really comedy wont blow ending lets say bad film basically bad side effect genrecancer dregs indiemania,negative,negative,0.8528203368186951,0.18923187255859375
teasers tree palme try pass sort allegory fairy tale actual meaning immediately start raving animation known meantbr br main character palme good example whole movies problem one minute palme humble hero search next violent psycho unhealthy fixation girl took care ofbr br like characters movie palme poorly defined bond characters although shatta acquired couple fan girls seems writer interested cramming drama complexity could movie actually exploring characters motivations personalitiesbr br new useless story lines introduced last fifteen minutes movie writer seriously needed streamline story perhaps trying epic simply much information twohour movie however cant help wonder plot many dimensions characters would better suited tv series graphic novelbr br last five minutes movie simply could endure sheer lack quality longer began laughing contrived characters relationships whole plot touched companion started cracking young man seated behind us tried hard control simply could take terrible quality moviebr br bright side animation incredible viewers find admiring lush backgrounds charming character designs animation almost guides dont care characters tells feel,negative,negative,0.9897633790969849,0.42223453521728516
shallow hedonism andor social commentary wrapped tragic tale jealous young womans scheme drive apart father fiance incest view eyes daughter electra complex cares characters except anne deborah kerr vacuous vile seberg poor agree boys breasts comment earlier review plot plodded predictable material sufficient minutes film unfortunately stretched hour half want see great gowns jewels riviera recommend catch thief get added bonuses entertaining story likable characters br br like films entertain personally dont really care film set whatever time place want good story comedy drama also want see enjoyable characters doesnt hurt relate poor deborah kerr gives typically good performance david niven despicable rolebr br rating solely kerr niven cinematography rich color scenes murky foreboding black white scenes unfortunately great cinematography world salvage poor story unenjoyable characters sows ear still sows ear consequently watching mess serious waste time,negative,negative,0.9862914681434631,0.75467848777771
atlantis lost empire better movie thought never thought movie would lead expectations true movie started slow movie wore became liking story takes place guy named milo milo believes fabled atlantis along friends grandfather embarks amazing adventure along way must endear friendship betrayal trust voice cast great surely know carry movies voice talent music nothing special likable anyway animation best still good enough overall good family movie ages rate movie,positive,positive,0.9973485469818115,0.1984395980834961
nothing unique either tv series movie prequel tv show isnt found everywhere else life entertainment david lynches disgusting style story telling br br moment body poor misguided girl washed beach introduced mind numbing shady immoral character twin peaksbr br mind numbing almost pedophilia disgusting way movie seems romantically tell destruction human life random psychedelic phenomena movie twin peakfire come walk br br watched make sure wasnt missing anything didnt simply one mans obvious sexual fetish extended long series fallowed ridiculous overly pornographic movie save self agony suspense watch anything else least ability tell story rather seduce kind mental porn moviebr br heard lot reviews rants raves great david lynch ability define misery tragedy making kind wonderful thing life imitating art much sick twisted version art best inspire complete mindless lifebr br favor avoid garbage,negative,negative,0.9980834722518921,0.3560347557067871
farscape totally rules opinion close babylon five although main characters series spaceship included humour excellent writers manage keep show interesting though pretty much everything happens shipbr br really love appreciate farscpae isthat dont use cgi alien characters unnoticeable use lovable crappy rubber animatronic puppets similar ones used original star warsbr br farscape something definitely want look already havent,positive,negative,0.8167710900306702,0.28809189796447754
andie mcdowell beautiful ish woman whose late start serious relationship leads considerably younger man subsequenet fallingout longtime best girldfriendsbr br seeing gigologolddigger sincere young man girlfriends deadset terminating silly relationship go beyond call duty helping friend obviously blinded gigolos tricky gamebr br short succession situations absolutely ridiculous far fetched longer covers without unbelievable scenes may hope sweet love story instead viewer left involuntary shaking head things dont happen without giving away cliffhanger details warn viewer high expectations film like disappointed scale one ranks weak much better material one isnt worth time,negative,negative,0.985714852809906,0.2716484069824219
movie bad worth seeing movie viewers lapsing coma within first minutes started bunch writers came idea jetliner hijacked passenger fly small plane land beast however know done many times make different lets badly major masters name pirated movie live die la character played willem dafoe saved minutes writing production time plane supposed boieng plane unique silhouette even dark characteristic forward hump top ask late ronald reagan lamented point ruskies shot kal eighties yet plane takes clearly looks like well researched film also forgets include engineers seat cockpit replaces two comfy rumble seats need flight engineer complex plane heroine played perpetually pouting gloria lynn berg tying hijacker despite several busloads people jumbo jet nobody bothers watch guy almost killed hes forced amuse himselfbr br crippled plane leaking fuel hijacking shenanigans wont make back hawaii masters try land air force base located island runways feet short four army guys little bobcats kind rent take day moving load horse manure back barn gon na clear foot wide foot long swath jungle minutes need bulldozer find guys like guys could make highway los angeles las vegas hours equipped tablespoons compass duckbr br hellish obstacle fixed masters try land plane heroine pouts away hijacker giggles unsupervised gets free make trouble finally subdued retarded manner cant tell say moby dickbr br many retarded scenes movie wounded captain parked prone bar plane masters supposedly barely fly puts plane degree banks feet per minute drops pilot french kissing ceiling challenging stunts doesnt budge inch br br think picked different actors play parts moving could way better need pouting heroine movie pick better known actress bernadette peters seems perpetually pouting well besides sing busty well aging peters could feature gratuitous cleavage shots singing angle could hijacking lets land plane movie musical cast luciano pavarotti pilot sing duet cockpit prior hijacking theres way tubby tenor would fly ceiling masters works magic big bird keeping musical theme masters could played andrei bocelli peters sing lands plane totally blind knows couple words english thats plot think edge seat conversation masters bocelli air traffic controllerbr br atc sir please throttle back flaps set degrees maintain headingbr br bocelli whatbr br atc sir arm spoilers confirm brake pressure psi maintain descent fpmbr br bocelli whatbr br hijacker could played late great rodney dangerfield spew plethora one liners sits tied unguarded get respect wife group sex yeah screwed front judge jury get ideabr br missed opportunities movie standard crying moaning passengers never developed woody allen could back offering one neurotic monologues said great bed told practice lot moviebr br also according similar movie executive decision lazy eyed steven segal mercifully killed start giving movie chance massive attics top plane introduced knows accumulated almost years uncle old clothes sled magazines sorts stuff wouldnt cool masters opened trap door saw teary eyed chevy chase womans housecoat watching old super movies childhood recommendationbr br give chance u lapse consciousness imagine great movie could hand,negative,,,
wouldnt say bad movie fact pretty typical type film poverty row studios releasing time filmed monogram bela lugosi effective role somewhat demented doctorscientist masquerading respected member community movie bela henchmen nasty habit stealing young brides demise injecting belas wife serum taken bodies order keep young lugosi task making enjoyable film however movie suffers ultrawooden acting co stars luana walters tristram coffin coffin nice name guy horror flick especially bad case ive seen numerous movies tv shows always stiff wooden utterly unconvincing miss walters slightly better lacks acting talent make role believable still viewer enjoy great lugosi act yet another dastardly scheme foiled end despite poor acting corpse vanishes enjoyable movie see,positive,negative,0.990948498249054,0.27795886993408203
got rental store work released release watched today im speechless could decent movie screwed painfully obvious waysbr br first parts john krasinski funny reason gave broken bad acting terrible serious reflections life main character andrew keegan girlfriend annoying lacy chabert would much much better straight comedy ala lock stock two smoking barrelsbr br wanted like think krasinski funny want see well story wasnt bad either original directing lot acting terrible swear trouble keeping peoples faces shot went anywaybr br carelessness showcased gun expert corrects another character says dirty harry gun magnum everyone knows magnumbr br see really like john krasinski like watch lowbudget poorlydirected movies much time hands,negative,negative,0.9986621141433716,0.25539278984069824
mind harry alan towers comes another piece cinematic sludge supposedly based work h rider haggard similarity bears anything haggard actually wrote takes place africa albeit africa dinosaurs intrepid adventurers use pull canoes characters namesbr br heroes david mccallum patrick mcnee john colico set seek treasure armed medallion end precisely treasure purely chance way meet motley assortment extremely lame monsters pick french chef mccallum affair queen phoeniciabr br ridiculous hoot thats reason didnt give,negative,negative,0.9905746579170227,0.23787379264831543
summary promising watching movie huge disappointment nothing happens movie plot linear without surprise normal characters stay normal end film weird characters stay weird end film even single tentative foul viewer thinking bad guy someone else obvious candidate positive side actors play quite well tiny bit atmosphere movie much little significantbr br people vote movie either didnt see member movie production team well paid,negative,negative,0.997168242931366,0.28894782066345215
guts beauty bit better predecessor guts virgin although film isnt really sequel sense absolutely nothing first installment find beauty little stronger better put together allthewayaround virginbut thats really saying muchbr br beauty starts pretty rough straightfaced exploit film couple yakuza cats holding young woman prisoner begin gang raping pretty brutal fashion nastiness going head guy tells girl sister sold slavery africa theyre gon na shoot drugs rape somehow gets away ends clinic nurse listens sob story rapee ends freaking stress prior experience commits suicide clinic worker moved young ladys story decides take revenge gang seducing one lowerlevel guys trying hypnotize make kill yakuza leaders whole plan backfires ms vigilanteclinicworker gets exposed much treatment original rapee got worse pretty rough buttrape ensues along prerequisite gang rape drugged drug strange side effect seemingly hapless victim turns raging hermaphroditic blood demon sht thats really happens beauty really takes pretty fcking insane kill scenes including classy chestburstrape looks like cross alien bad porn favorite headengulfedbydemonvagina kill complete demon vaginaslimethat seen believedbr br definitely promising stuff going guts beauty still disjointed feeling beauty almost feels like two different films forced together noncompatible way still give film credit rape scenes rough misogynistic kill scenes totally wall solid another crazy jhorror classic,positive,negative,0.9940085411071777,0.762216329574585
remember college professor commenting disturbing film reflecting apathy adolescents generation xbr br way us products consumer culture high school kids spend time drinking getting high wondering body left riverbankbr br would today would things different important questions excellent scenes keanu reeves dysfunctional family lives year old brother going get wasted mother idea spends time drinking boyfriendbr br film bit time addresses problems lower class american society kids outlet available dirtwater town interesting social commentaries presented solutions,positive,negative,0.9792359471321106,0.27002549171447754
perhaps one worst teenage slasher films ever see ill start bad points movie pretty much covers entire film first something one avoid terrible acting swear picked random kids street based looked secondly badunconvincing character workdevelopment hardly even know half kids killed figure deserved one way another scarecrows character overdone cheap ripoff great fantasy killers freddy pinhead next bad dialog scarecrow full horrid oneliners would make laugh terrible lines like lets go find small animals torture really leaves eyebrow raised last least next bad casting old guy played lester like back head balding gods sake much could say film like cheap special effects high school film class effort point understood bad film making worst found good movie entertaining low low low standards would help put insomniacs sleep cheap laugh even giggle,negative,negative,0.9995753169059753,0.26650524139404297
im glad someone made movie hard risk heart second time third movie exactly promises lovely amusing gives good feeling around heart ends plot might inventive millions ways tell story used yet cast perfectly selected although scott wolf look like father eight year old even wearing suit sparks right places supporting cast lovably supporting although could probably predict whole movie would want switch channel right sort entertainment sunday evening,positive,positive,0.9990077614784241,0.2399125099182129
today thought three people including considered heavens gate masterpiece perhaps last great western since little big man jeremiah johnson outlaw josey wales long riders br br stunned pleased see voting imdb rate movie recent book worst movies time includes heavens gate production release vilified movie since cleopatra almost twenty years one time considered expensive overbudget movie time surpassing even cleopatra blamed downfall studio united artists everyone finally saw studios falling michael cimino fresh glory deer hunter hated despised success movie making excess clearly petty jealousy worstbr br cimino ended fashioning one great expositions american experience film missed serious student american filmmaking,positive,negative,0.9966303706169128,0.4874114990234375
endearingly silly anime six episodes duration hapless delivery boy called kintaro well hes called delivery boy though meant adventures travels episode sees arriving new town acquiring new job developing something love interest episode ends leavingbr br gently sexist juvenile immature times kind anime puts smile facebr br one start fan anime certainly wont convince genre already converted entertaining fluff,positive,positive,0.6660414338111877,0.13559365272521973
