Text,True Sentiment,IBM Watson Sentiment,IBM Watson Confidence,IBM Watson Response Time (s)
many people like movies bertrand blier simply dont understand simply different kinds peoplebr br living deep desperation intertwined great personal hope may hard enjoy humor blier shown herebr br also film blier classified easily blackcomedy cult etc like pulp fiction etc delicacy audience northamerica frequently fail appreciatebr br looked two hooligans dining jeanne moreau seaside restaurant felt gentil gentleman beenbr br urge make love wildly like normal reaction feel unbearable pressure meaningless beingsymbolized camion suddenly emerges carrefourbr br les valseuses much better name going places dance valse need elegant going places dont,Positive,negative,-0.493205,0.3344085216522217
maybe im sap sweetest movies ever saw first time around cried eyes embarrassed age seen times sobbed every one dont worry theyre tears happiness sap theres lot humor comedy usually whole talking animal thing huge drag movie case word advice even love thisdont see sequalcornyness suggest everyone checks outyou wont sorry matter old young,Positive,negative,-0.925404,0.3113884925842285
theres nothing hate selfcongratulating pretentiousness kevin smith deserves hung toenails inspiring every white middleclass whiner make movie cant get laid dont really mind inexperience lowbudget productions writing obvious cloying really burns potatoes money put couldve gone real struggling filmmaker actually chance like john gulager watch project greenlight youll immediately recognize talented visionary fighting system anybody could grab camera make talkative picture doesnt manage say anything really saved smithonites whedonettes world revolution cant come soon enough go watch real first time effort buying desperado searching friends benefits thank good day,Negative,positive,0.74974,0.29393696784973145
pretty surprised flick even though budjet obviously lacking still impressed movie took years make still turned good acting pretty impressive story really captivated complaint would ending really little abrupt taste hey audience left wanting movie succeededbr br would really recommend anyone hollywood look antonella ros excellent spanish talent something hard find days bad novela acting antonella ros truly star rise,Positive,negative,-0.745672,0.30323076248168945
im surprised comparison hasnt made yet mind mencia television program awful truth ran years ago helmed controversial director michael moore show would begin exact manor show moore interacting audience introducing segments namely short documentaries skits put together attempt provoke thoughts current issues difference mencia rarely delves past superficial reactionary says often pandering rude insults ability audience make decisions theres difference edgy problem mencia tries hard accomplish ends coming arrogant little backing however make points occasionally often order get one sit pretty mind numbing attempted shock humor,Negative,negative,-0.996234,0.29580116271972656
would given film one star vote laughs got dialogs plain lame make laugh could one actually talked like mention fact bodyguard majors antonio sabato jr flew like pro michael pares team whiners able dig trench filled gasoline blow huge boulder nick time anyone notice lame tribute fantasy island guy saying boss plane michael pare comes sightbr br saving grace cute girls even cuter female hijackers mention main hijacker deserved die lame death joker imagine escaping tied shot crossbow hellobr br poor pilot probably died plane everyone eating steak rum laughs make sequel show us spend night midst category hurricane neptune atoll hear michael pare calling best honeymoon resort pacific would make interesting movie,Negative,negative,-0.995455,0.32900476455688477
confidential part meant piggyback popular appeal lurid magazine name labor racketeering theme tied headline congressional investigations day however despite agrade bmovie cast good script ideas movie plods along minutes cheapjack production way whats needed offset poor production values imagination especially uninspired director sidney salkow daylight location shots example would helped relieve succession dreary studio sets stylish helmsman like anthony mann might done something thickear material salkow treats another payday exercise bad brian keiths typical lowkey style doesnt work coming across merely wooden lethargic time cult figure elisha cook jr goes top wildeyed drunk clearly salkow actors director youve got hand saucy little number beverly garland treats role characteristic verve dedication bad wasnt charge advice skip unless youre ridiculous bargirls nothing else knock back whiskeys typical straitjacketed fashion,Negative,negative,-0.936583,0.3064541816711426
well say watched fantastic film nerves still jangling jacques audiard director must making quite name france rightly vince cassel tom cruise emmanuelle devos penelope cruz either two fantastic actors taut compelling thriller starts slowly clever character building starts put tension tension wonderful climax others written plot say everyone film plays role perfection director actors right cameraman everything seems real stupid gun play fighting happens credible expressions emotions almost spectator favour get dvd bottle wine turn lights low take phone hook immerse hitchcockian thriller,Positive,positive,0.961582,0.2974967956542969
probably worst movie ever made bad name roger corman associated couldve understand early years lower budgets nowadays excuses giving birth im b movie pervert certain people point view flicks love put aside regular viewers take word one vampire club makes top list best worstits hard imagine vampires fangs music score totally placethe sound effects effective finally mrsavage doesnt seem know vampire movie witch bad cause bad career let know im hard one cause dont like movie tend forget good side,Negative,negative,-0.821806,0.29930925369262695
although many audio recordings great musicians like jascha heifetz survive cinematic televised record limited indeed musical offerings like shall music rare gems modern eyes ears one quibble plot perceptive viewer put films unique delights proper perspective plot designed appeal young old audiences era remains enjoyable day important aspect experience watching classic films see eyes moviegoer erabr br must take issue reviewer complains film black white feel obliged report students express reservations juvenile complaints reflect limited historical perspective teacher offer educational opportunity explain unique qualities black white photography place cinematic history color fact get way good storyline music example black white photography john fords stagecoach like still photographs ansel adams artistic masterpiecebr br heifetz wooden could disagree want blatant emotional posturing go rock concert role classical musician like heifetz move audience heifetzs emotion conveyed playing body language rare ability extract every emotional nuance music transfer listeners listener moved artistbr br incidentally one reviewer asked seeing heifetz youtube playing st movement tchaikovsky violin concerto frank mchugh audience film carnegie hall shall music carnegie hall even greater treasure many great classical artists prime blessed film producers least limited instances chose showcase artists still era totally overwhelmed lowest common denominator tripe get today,Positive,positive,0.787266,0.31740808486938477
plot worth discussion even hints corruption murder power rest thriller related topics characters interesting though sometimes realistic interesting neverthelessbr br development slow like tea drinking ceremony visuals stunning good enough ease eye strain good movie watch dinner going bed nothing shocking much nothing overexciting movie sitcom stylebr br liked woody excellent performance fight plot inadequacy job pretty good rest bearable though predictable whole watchable better tv shows,Negative,positive,0.655566,0.30468225479125977
much movie good nothing say said already wanted point fact movie isnt sweden denemark maybe wrong case ill happy know mistakes take notify,Positive,negative,-0.869613,0.29106998443603516
easily one best movies otto preminger directed four five really good movies one frank sinatra gives best performance music score elmer bernstein dynamite opening titles saul bass hysteria drug addict frank going cold turkey riveting movie kim novak giving good performance eleanor parker giving bad performance well darren mcgavin reptilian pusher arnold stang franks grifter pal beware bad prints movie public domain copies pretty rough,Positive,positive,0.78596,0.29802441596984863
heya denver fans animation cartoons classic one favorite yes broadcast europe well including tiny centraleuropean country slovenia oh miss cartoons honestly way better todays children shows imaginative creative full fun good morals substance great storyline excellent character voices computer animated shows today lack features agree want bring back shows kids todays generation would see entertainment cartoons brought us please log side posted bellow sign petition rerun best cartoons br br httpwwwthepetitionsitecom wewantanschildcartoonkidsshowchannelbr br carpe denver br br lejla,Positive,positive,0.867393,0.3502187728881836
episode apparently grew cold war holocaust somehow elizabeth montgomery charles bronson come unscathed becomes battle turf attracted vice versa instinct survival takes quiet slow moving chess battle attempt achieve trust come truces distrust takes start course male female role sixties comes play modern viewers might find need follow bit offensive still captivating interesting doesnt speak dont know mind well end guess,Positive,negative,-0.641389,0.30641627311706543
laughed ass hour idea dan finneity havent heard dan finnerty hes hysterical backup singers make women songs would never wan na hear new experience blow songs away bravo last night isnt dan guy like ultra famous great voice charisma burn blew away show read internet member stomp guess isnt anything cant saw stomp ucla theater years ago guys amazing show last night done dreamworks mean spielberg dont star dan finnerty movie standing ovation end show every time cameras cut audience everyone singing along dancing whole show amazing energy complaint longer looking back see much energy guys put guess would impossible human perform gusto hour man loved show,Positive,positive,0.544837,0.3096742630004883
astonishing waste production money filmic proof rich famous stupid wasteful politicians silly play tennessee williams directed dead hand joseph losey starring taylor burton noel coward project filmed spectacular clifftop mountain island mansion mediterranean must seemed sure fire winner presented universal result absurd tedious almost defies belief visually film spectacular force nature allowed setting fact real home used instead set shrill antics screeching taylor burtons half asleep wanderings loony dialog noel coward laughing ridiculous story plot devices absurd costuming simply irritate viewer boom disgrace waste money talent clear proof lauded famous people idiots like rest planets plebs even fun terrible mad shocking waste,Negative,negative,-0.999994,0.29778385162353516
oh god truly say maya angelou one worlds intriguing important people especially culture incredibly inspiring story story great woman first picked movie thought cast wonderfully put together lets see action maya angelou already favorite poetess one favorite actresses speakers believe greatest time movie edge seat reaching kleenex time reminding matter come decide going great great ester rolle played wonderful supporting role awesomeand even know caged bird sings,Positive,positive,0.999956,0.29629015922546387
though movie first rate roster fine actors special effects excellent story line full surprises wasnt picked studio distribution went directly dvd perhaps contains much antipolice force information perhaps juts one many action flicks released glut whatever reason big screens missed opportunity fortunately new concept releasing direct dvd allows us enjoy itbr br theme old rookie reporter uncovers inner circle cops corrupt case frat first response assault tactical team group well trained policeman created clean mythical city edison low point crime drugs prostitution etc working undercover temptation pocketing confiscated goods money proves much opportunity years formation frat responsible murder drug trafficking terrorizing innocent people etc lead dog lazerov dylan mcdermott makes terrifyingly real gangster partner rafe deed cool j even buff usual proving sensitive actor reporter pollack justin timberlake catches wind bad mistake reports theory fraud corruption papers boss ashford always reliably fine morgan freeman gradually polack convinces ashford subsequently wallace kevin spacey also consistently fine character actor aid pollack investigative reporting closer pollack gets truth surprises bad incidents happen story runs pall mall toward series unexpected resultsbr br timberlake lacks charisma carry lead especially company seasoned actors cool j freeman spacey mcdermott keep welloiled machine movie rolling end great movie one makes edge seat action flick message grady harp,Positive,negative,-0.621302,0.3471381664276123
see evil kane movie great storyline wasnt hide eyes scream loud horror flick thought going watching wwe superstars monday night raw movie first came theaters enjoy movie though loved story played outbr br great movie excellent would like see part br br doesnt matter kane gets killed endbr br killed horror stars every movie br br still comeback part wouldbr br interesting,Positive,negative,-0.706994,0.30224132537841797
absolutely nothing like wwf attitude era wwf always dedicated wwf fan never took glimpse competition rue day wanted wwf take charge least wcw would try something new radical time instead keeping mask actual intentions show holds true ecw well wwf always hulk hogan andre giant old wrestlers like attitude era happened catch radical ideas competition wwe trash attitude era dumbed demoralized wrestlers terrible brand split mind scrambling story lines stipulations nonexistent wwe bad ceases even former shell pushing characters wrestlers main event suddenly retaining barriers creativity sure show shakes brains sweet innocent easily brainwashed children meager lousy pariah stupid people internet wrestling community actually consider company anything good anybody even shudders rests thought show product good go straight hell,Negative,negative,-0.952455,0.34036755561828613
isnt enough space explain many ways movie disappointing mess silly special effects incomprehensible plot least movies problems film looks like conceived mideighties stewed could finally made early nineties mulletheaded hero complete fashionable miami vice threedays shadow beard hamfisted slams ronald reagan would funny didnt take seriously movie pathetic actually feel sorry poor actresses wasted fine nude scenes awful movie,Negative,negative,-0.999873,0.3103170394897461
like sight beautiful woman nice bouncy jugs running around called african jungle problems males therebr br watched one bundled together package forget plot essentially flimsy storyline get heroine flashing jugs screen every opportunity possible give sense heroine swings vine vine climb top animals every chance possible good reason let see jugs angles complaintsbr br fight scenes laughable borderline pornographic heroine got caught baddies least five times movie occasions fight fighting involves rolling around dirt grunting unconvincingly basically fighting like kittens surprised hair pulling involved get bad chief baddie remind combatants said one draw first blood wins order avoid watching anymore stupid fightingbr br witch doctor kuku bloody blast big cuddly bear beginning became manic depressive captured outright psycho spent whole movie muttering lines irrelevancebr br beside liana heroinebouncing around topless also get see plenty amazonians well one woman decided jump naked lake take swim good reasons yeah kind moviebr br watch beautiful liane bouncy glory despite movie years old allure watching blond women flashing nice jugs screen never gets old,Negative,negative,-0.415387,0.31836748123168945
guest sept th screening eddie monroe pleasantly surprised story great acting talented directing found hard believe talent found independent film powerful performances vario uncle benny sara jessica tsunis morris eddie monroe supporting cast chock full colorful amusing characters film reminds one movies look back years discover launched many actors stardom much like outsiders tom cruise emilio estavez patrick swazey ralph macchio others found look hollywood new stars horizon discovered little long island independent film called eddie monroe great job,Positive,positive,0.992518,0.29810452461242676
george hearn really went top case great ive heard len cariou version tame george great character expressivebr br angela lansbury perfect part gave great performance gave mrs lovett great devious comical personality balanced dark storybr br love dark humor angela lansbury sings songs well physical expressions angry emotions george hearn songs rage vengeance distressbr br ive watched play times since saw pbs bought video copying ownwhen came definitely bought copy dvd came,Positive,positive,0.98506,0.3208169937133789
waste money time terrible movie bad acting plot place really really bad acting man movie plain bad shut minutes script bad directing bad seems high school group got together project drama class yes bad acting convincing mind saw minutes movie made dvd beyond br br left editing storage room saw cover thought pretty cool sures heck wont next time,Negative,negative,-0.999987,0.3297386169433594
funny lines makes movie bearable camera tvmovielike acting poor julie davis disapointing directing amateurish loveless understand one fun realise overconstructed trivial script,Negative,negative,-0.999104,0.29631805419921875
yesthe movie piece art first time watched years oldmy parents stayed home two brothersit may know found note cycle horror movies one network hadits one vivid memories guyswe ended one bed covered head first horror movie kept talking years laughing momentthose horror moviesnowadays horror movies always sameor better kids enjoying without analyzing plot cast dialogs sure thatbut great movie,Negative,positive,0.820768,0.33751511573791504
black eye outta stars unimaginativelyfilmed action movie looks like made tv occasional cuss word subplot lesbianism tip movie actually made shown theatres fred williamson plays tough guy excop becomes tough guy private eye stumbles upon couple murders attempted murders linked mysterious cane fistfights bullitinspired car chase fairly original elevator scene even time williamson confront rich lesbian lover girlfriend teresa graves also scene williamson bullying poor old man tearing priceless old autographed photos memorabilia shop yeah way go tough guy maybe find cripple beat later obviously meant cash success shaft six thousand movies movie doesnt enough edge enough originality make much impression,Negative,negative,-0.927983,0.3677194118499756
many people seem know movie bad think pretty good sure bit cheesy times may predictable storyline presentation movie pretty well done think casting good likeable actorscharacters tom selleck good job playing baseball player go figure much stretch suppose ken takakura black rain plays chief coach japanese baseball team isnt much complain light easygoing happy comedy recommend,Positive,positive,0.731926,0.2946486473083496
first sight bothersome man seems like several moviesbooks rolled one kafkas trial melvilles bartleby fall rise reginald perrin groundhog day instantly spring mind man andreas arrives nameless city immediately given job office finds beautiful new girlfriend however theres catch colleagues friendly bland utterly characterless everyone knows including girlfriend seems one topic conversation interior design welcome hell modern consumerism people throw buildings one raises eyebrow spend days reading furniture catalogues eating food tastes nothingbr br andreas quickly realises predicament spends rest film trying escape various ways suicide turns option finds new girlfriend bereft feelings old one wonderful scene restaurant asks move say dont mindbr br fact much bothersome man say said minutes begin feel indeed experiencing certain sense deja vu yet point one probably worth repeating unexamined life one worth living added provides decidedly modern take perennial theme capitalism destroying souls one character reminded people ive known especially furnitureobsessed girlfriend end film filmmakers run ideas maybe thats point end unless find people share sense alienation,Positive,negative,-0.600319,0.32540035247802734
timeless proverb reverberates movie heart many years waited see eternal story ready perhaps possible sensibilities would appreciated power gratefully welcome soul gladnessbr br respect admiration paul muni long legendary luminescence finally discovered priceless gifts luise rainers splendid talents oh many faces speak said wrought silent years well might speech eloquent enough given chance amply deserved oscarbr br movie epic classical proportions parts equal necessary perfect naysayers may walk away wish would shunning storytelling stays one lifetimebr br good earth enriches one ways one expect come joy hope film remembered many yearsbr br prod mere technicalities regarding race principal players expectations modern times obsessed utter perfection dare million score newer films tell pearl bucks story poignancy power conviction gracebr br modern artist would dare refilm masterpiece warn never come close aromatic fragrance still emanates core telling time diminish effort progress improve upon greatness,Positive,positive,0.899406,0.31670451164245605
halloween three friends seek ancient cemetery suburb fun remove cross tomb jacko buried many years ago farmer arthur kelly evil creature unleashed kills trio seeks descendants kelly family revengebr br cheesy jacko combination terrible story awful acting curious name john carradine credits imagine relative authorizes use archive footage bad movie showing total lack respect name great actor impressive bad acting shifting film comedy instead proposed horror genre type movie good see group friends drinking beer making comments laughing lot vote threebr br title brazil jacko demnio halloween jacko demon halloween,Negative,negative,-0.97863,0.31888461112976074
acting great good actingbr br director makes stupid decisions filmbr br writer story makes sense huge amount flawsbr br overall score moviebr br dont waste time film worth gave movie may much characters exaggerated ever real life pretty unexplainable stuff happens storywise good way style film filmed get bored minutes many special effects slow motions camera shakes fast forwards always good movie uses music make story go smooth theres many tracks one first hour almost dialogs musics,Negative,negative,-0.597506,0.3082904815673828
havent seen film havent even heard film wouldnt surprise one truly independent films produced last ten years studio faith picture never picked major distribution independent company kino films gave boesman lena limited run virtually promotion majority major film critics didnt even bother reviewing guess movie based one act one set play apartheid affect two individuals never really chance todays market intelligent filmlovers lossbr br record angela bassett danny glover deserved ocsar nominations cinematographer film received little fanfare cant even blame academy one film challenging thoughtprovoking heartbreaking actually requires audience meet terms taking consideration definitely movie mindless entertainment director john berry wisely attempt dressup athol fugards play sure given fractured flashbacks breathtaking scenic shots film version boesman lena remains whole story two people living inhumane conditionsbr br stripped basic human rights boesman glover lena bassett one left attack third character joins awhile willie jonah amazing largely silent role films focus never strays title characters theyve become bassett glover give brave performances broken couple performances simply could improved upon vigorously brutally stimulating intellectually emotionally boesman lena deserves rediscovered home video hands best film year,Positive,positive,0.990112,0.3094463348388672
really terriblebr br redeeming feature movie next time people ask worst vampire movie ever watched would suitable replybr br think filmed mm already tacky like hell wouldnt bothered commenting noticed fanboys probably connected movie claimed best movie since matrix let debunk myths liesbr br nothing good movie everything yells tacky actress ugly fight choreography worst ever seen fight scenes unbelievably amateurish imagine girl flailing arms around circle helplessly delivering weak kicks wouldnt hurt kitten obviously director pulled people street give roles moviebr br know director much budget movie still better movies made smaller budget unforgivable,Negative,negative,-0.999999,0.29624199867248535
excellent episode movie ala pulp fiction days suicides doesnt get depressing movie rating music rating,Positive,negative,-0.872949,0.29735541343688965
would like say absolutely loved campfire tales one original horror flicks twisted ending contents movie werent scary weird enough ending awesome movie im happy released dvd august thi hesitate get copy dayi dont think movie received credit recognition movies came shortly acknowledge werent brother telling movie wouldnt known stinks opinion far better scream know last summer horror time hope able see movie least able see difference loved horror movie junkie campfire tales like dessert,Positive,negative,-0.877546,0.3077411651611328
loulou delights way expensive high quality french wine leaves fine aftertastebr br loulous theme isnt new film doesnt carry original plot either colored picturing shows fine extraordinary setting serious elegant styling never nowhere puts weight mindbr br whatever one may say loulou beyond doubt french film stands excellent acting three leads convincingly reflect numerous doubts tenses sparkling making plot alive acting fully invites participate make friendsbr br around time loulou also provides extra bonus perfectly captured mood,Positive,positive,0.996635,0.28807640075683594
fair nifty little science fictionhorror fantasy thriller wellknown video game designer allegra geller jennifer jason leigh whose latest game existenz draws attention people volunteer try game one nearly kills game since forced stay sight allegra stuck ted pikul jude law marketing trainee pr nerd bodyguard even though gun thats made flesh bone bullets teeth director david cronenberg well used bits earlier films videodrome scanners fly etc placed certain parts story good timing law leigh fine supporting cast ian holm willem dafoe sarah polley christopher eccelston international twist dafoe anything devilish gas deceiving garage mechanic one movies best scenes witnessing ted eat fish frogs construct gun admit allegra cant help existenz manages show cronenberg old tricks still works like charm,Positive,positive,0.495975,0.3046138286590576
corbin bernsens sent letters four criminal associates hes worked past real intergenerational mix fred gwynne lou diamond phillips william russ ruben blades theyre meet obscure montana town doesnt explain hes picked state police new jersey warrant br br criminal group thats gathered together know bernsen dont know lot comedy involved feeling oldest gwynne though denying kind takes charge others grumbling going along especially figure bernsen mindbr br bernsen hes got good fortune picked pair bumblers ed oneill daniel roebuck gets drop oneill escapesbr br four criminals trying finish bernsen started bernsen getting away police intricately plotted screenplay fascinating story lines keep intertwining hoyt axton local sheriff watches amazement unfolds townbr br disorganized crime fabulously funny caper film bunch players seem mostly background television would soon cant say anyone stood cast also seem click well together br br ironically none people comedians per se exhibit light comic touch good directing brought br br disorganized crime one funny caper movie kind film well known pessimist mr murphy would written,Positive,negative,-0.932706,0.31879687309265137
carla secretary essentially deaf without hearing aids finds overloaded work able hire paul help paul jail past entirely behind say much story many twists would mistakebr br interesting thing film sound used indicate carla hear cant sort point hear like point view early scenes set well early character development carla paul interesting twists turns later hard follow andor stretched credibility bit also unpleasant violence back positive side cinematography goodbr br film worth seeing perhaps seeking seen san francisco international film festival,Positive,positive,0.473241,0.31632137298583984
sam elliot brilliant tough san francisco detective charlie fallon partner killed meeting informant fallon snaps beats informant death dumps body river next day fallon assigned rookie partner given task investigating informants murder sam elliot good job portraying man tortured guilt murderous actions grief death partner may involved police corruption,Positive,negative,-0.591475,0.3229258060455322
film would great piece history fact real film kennedy assassination far many mistakes film point film kennedy assassination many important facts altered missing scenes many scenes presidents limo passes sign dont fit kennedys move noticeably slower four people front next time watch film look things dont add texas gov along ss men front lunge forward see limo stopping slowing fact accelerating film clearly attempt cover,Negative,negative,-0.993874,0.3208189010620117
movie yet another waste time oh keep renting crap like someone please tell sigh oh well back movie hand cube zero probably worth really really enjoyed first movie like want check whats last hopefully movie scraped together keep poor actors screenwriters employed course movie looking good movie good acting fantastic plot evil grin movie definitely ok im lying best movie sucks ok admit certain elements cool well coolish laughed quite times prolly wrong things nevertheless amused things barely makes ok category isnt enough make movie worth unless count manos hand fate one top ten movies ever,Negative,negative,-0.949635,0.2939598560333252
simple meaningful delivers emotional punch regularly trail dull short films always nice come across something simple enlightened message without pretensions self indulgent directingbr br boy school attend lesson friend plays truant given important lesson life find enough copies go around share school bullybr br unlike short films featuring children actors kids hold believable soundtrack nicely complements emotion piece punchline film works well,Positive,positive,0.536661,0.30014753341674805
im new argentos work suspiria indication argento much filmmaker experience story films characters placed grueling mesmerizing horror contexts literally saturate logic world around camera literally flows gracefully sets characters run stumble choke way eventual horrifying conclusion worked really well suspiria reason didnt work herebr br problem see movie even though protagonist gets help way contacting police asking help friends still feels refuses get help terms actually trying find solution problem entrapment film shes trapped killers little game one could easily get setting easily weird way seems like character wants torture killer gives way point could worked except whole psychology thrown mostly due whatever argento feels like doingbr br loving homage phantom opera certainly interesting unique take worth argento delights operatic movements well well highlights action doesnt make much sense especially delves completely useless ending yes know reference harris novel red dragon didnt work character go one horrifying experience entrapment willing one director beyond felt almost selfserving argentos partbr br overall fun experience suspiria im willing follow argento productions movie id want return rememberbr br polarisdib,Negative,negative,-0.864321,0.37201929092407227
genuine screaming situation comedy farce mid film huge hit minutes disappeared face earth constantly amazed comedy films big release one week vanish high anxiety cheap detective black bird dont look shot profile today norman comedy month whenever everyone seemed see laugh never ever mention ever famous shot videotape transferred film experiment time norman raucous politically incorrect closet slamming farce farrelly brothers look remaking today made first place would complaints content slant either funny yes rude hilariously wrong fact groovy film horror colours clothes actually works better today,Positive,negative,-0.875352,0.3133211135864258
one best war films ever seen best hard talk films difficult point film mistake made problem looks real drags ruins stalingrad make suffer sides reason film unlike hollywood films doesnt glorify war heroism main characters instead film makes heroes human antiwar much reason offer extremely convincing war scenes impressive acting scenes look like isolated theater pieces also german army played germans convincing well film produced realized germans see love details perfection reason stalingrad one films watch million times never feel dull watched film father fought wwii first thing said like real war germans looked like place see look soldier worst nightmare warfare human history turning point wwii stalingrad,Positive,negative,-0.958501,0.31333398818969727
jonathan demmes directorial debut roger cormans legendary exploitation outfit new world pictures rates highly one finest chicksinchains grindhouse classics ever grace celluloid beauteous russ meyer starlet eric vixen beyond valley dolls gavin gives robust winning performance brassy resilient new fish best persevere grimy hellish penitentiary always fabulous barbara steele offers deliciously wicked portrayal mean crippled sexually frustrated warden erotic dream slow steamy striptease front lady inmates real dilly longtime favorite bmovie actress roberta arousers unholy rollers collins delivers hilariously raunchy endearing turn cheerfully forward foulmouthed kleptomaniac felon tells gutbusting dirty joke pinnochio lynda gold aka crystin sinclaire tobe hoopers eaten alive curtis harringtons ruby makes lively film debut uninhibited wildcat crazy alice evercuddly cheryl rainbeaux smith lovely touching reprise fragile frightened innocent role lemora childs tale supernatural br br although picture deliver expected ample amount coarse language nudity rape violence still means typically crass sexist piece lurid mindless filth movie effectively explores many ways men cruelly exploit women strongly asserts profeminist notion women overcome obstacles band together group bravely face misogynistic oppressors one mighty fighting force demmes zesty confidant direction comes glorious abundance astutely observed incidental details delightful moments engagingly quirky human behavior furthermore tak fujimotos vibrant cinematography john cales marvelously dolorous oddball blues score money excellent patrick wright sheriff mack uproariously awful cheaprubbermonstersuit creature feature howler track moonbeast sidesplitting bit jerky cop car stolen trio prison escapees stops gas station use bathroom lively rousing immensely enjoyable caged heat qualifies absolutely essential viewing drivein movie fans,Positive,positive,0.996799,0.31862354278564453
kevin tenneys night demons enjoyable horror film reminds little bit evil deadon hallowen nighta group teens throws party hull housean abandoned funeral home outskirts townlead angelathey perform seancelike ceremony accidentally awaken evil spirits inhabit placeone onethe uninvited evil force possesses teensturning bloodthirsty demonsnight demons perfect horror filmit scarygory pretty atmosphericthe characters welldeveloped gore steve johnson pretty goodthere gruesome impalinga tongue bitten offfingers shoved eyesocketsetcthe scenewhere suzannelinnea quigleyshoves tube lipstick nipple hootgive one lookfollowed two sequels,Positive,negative,-0.980031,0.3101217746734619
sun set movie foreverbr br goes forever isnt usually bad thing english patient schindlers list tedious aging actors unbelievable drawnout neverending story line really seems go nowherebr br short waste talent film,Negative,negative,-0.998224,0.3174736499786377
one true thing kind movie audience inspired greatly greatly inspired performances necessarily stating film uplifting isnt fact movie right depressing trying say takes lot movie generate emotional tears attending crowdbr br cried one true thing enough conclude one emotionally powerful movies characters perfectly casted performances guaranteed oscar nominees especially meryl streep portraits dying kate extremely well acting alone enough make movie excel point recommendation gives new point view also thought rene zellweger portrayed realistic single freewheeling woman take care mother cast members including william hurt tom everett scott also superb script movie really fantastic kind funny movies concept controversial happenings local area see live near lansing michigan right big issue assistant suicide doctor jack kavorkians excuse missspelling ways outlawed public vote according beliefs november watching one true thing really changed perspective topic although always believed without revealing ending film simply say suicide distant theme movie think fits accurately gorgeous story overall movie indeed emotional impact titanic saving private ryan tearjerker released last years think main idea movie kind thing happened every day relates better audience indeed could happening,Positive,negative,-0.954629,0.30916857719421387
came close king kongs adopted daughter went ahead made tearful announcement show coming endbr br miss winfrey tearing laughing screaming like wild indian old westbr br oprah takes famous people puts show kind famous people people whove suffered like except people lost virginity theyve suffered melted faces true story missing limbs true story see end paragraph spousal abuse many count somehow come show tell story havent heard tons tons times bethany hamilton ive heard tale losing arm shark since day one october st dont tell hard feelings biggest thing probably oprah michael jacksons interview accused child molester sadly mr jackson since passed away one particular show told michaels personal life something many people knew timebr br oprahs real influence comes middle aged women soccer moms seem think shes like personal jesus sometimes see oprah big ghetto lady made big shes showing rich isbr br im glad shows going end soon need better television programs,Negative,negative,-0.978795,0.31218767166137695
yet another movie interesting premise wondrous special effects falling right trash canbr br boring direction performances exception lovely annabel schofield much cuter brunette probably deserves better material ever earnest charlton heston earn rating real stinkerbr br amazing watch heston perform usual par display really bad movie even plays subplot kept interested see tied back main line movie way ended resolving didnt simply falls endbr br really dont waste time one,Negative,negative,-0.983933,0.3024020195007324
movie one handful actually caused pain might enjoyed anybody thinks would funny see hisher mother crowded discotheque full people half age inventing totally ridiculous dance completely misguided effort hip parlance age see ingrid bergman stoop pitiful performance disco dance floor hard watch embarrassedbr br make matters worse music disco realistic bogus idea hollywood director pop music like time always total embarrassment films era ersatz music canned bears painful passing resemblance music actually popular sbr br mathau hopelessly miscast kind ladies man looks lecherously grotesque hawns wideeyed innocence silly handsome neighbor apartment portrayed way earnestly seriously seems like brady kid got lost farce painful pitiful mess,Negative,negative,-0.999996,0.31957244873046875
know rather unfair comment movie without seeing complete piece going anyway waited laugh tried give time think minutes long enough wait comedy laugh laugh never came gave upbr br stupid humour stupid laugh though isnt anywhere near high grade let correct stupid stupid humour may intended certain scenes funny werent suppose really bored could somehow blend movie hallucination end mildly entertaining experiencebr br pathetic effort,Negative,negative,-0.998028,0.32869863510131836
midnight cowboy everybody raw painful realistic entertaining lead actors jon voight dustin hoffman would go become oscar winning actors deliver amazing performances voight texas hustler joe buck migrates small town texas new york city become hustler apologize chosen profession easy new york city women like rich lady played georgeann johnson cass played oscar nominated sylvia miles different texas women sadly buck trying escape past life texas raised grandmother sally buck played wonderful actress ruth white died cancer locations new york city wonderful watch relationship fatso played hoffman bucks characters evolve moving male male friendship men struggling survive new york city life playing rules like getting real job film evolves bucks past comes surface haunting clear film children compared todays films television programming midnight cowboy might tame cant forget young brenda vaccaro party cant forget also tearjerker film get hankies,Positive,positive,0.965138,0.3179142475128174
movie one worse movies time im kind upset movie isnt bottom deserves spot least number list isnt film think bad campyfun sort mstk way bad one films really really hate freddy got fingered category badbr br story one goes daughter gugino goes california go school comes back crawl shore tries learn farmer boyfriend tries set shore girl leave crawl go back ends whats left audience leavebr br main purpose movie pauly shore mug camera try funny id say time fails horrible inaccurate date view farms farming offensive theres nothing movie worth seeing think seeing dont one time saw movie felt like watching hours youve already seen sympathy,Negative,negative,-0.999915,0.3158557415008545
